best_val,metric,model,seed,split,task,value
0.6837054561585095,final_answer_accuracy,cot_pad,2,shift_zero_runs,parity,0.575
0.6837054561585095,transition_consistency,cot_pad,2,shift_zero_runs,parity,0.81792326567031
0.6837054561585095,state_accuracy,cot_pad,2,shift_one_runs,parity,0.6460663173535622
0.6837054561585095,final_answer_accuracy,cot_pad,2,shift_one_runs,parity,0.5533333333333333
0.6837054561585095,transition_consistency,cot_pad,2,shift_one_runs,parity,0.49431391791260176
0.6837054561585095,linear_probe_dfa_state_accuracy,cot_pad,2,analysis_val,parity,0.6937014725813463
0.55,final_answer_accuracy,direct,3,iid,parity,0.532
0.55,final_answer_accuracy,direct,3,ood_length,parity,0.5
0.55,final_answer_accuracy,direct,3,shift_biased_p02,parity,0.6046666666666667
0.55,final_answer_accuracy,direct,3,shift_biased_p08,parity,0.552
0.55,final_answer_accuracy,direct,3,shift_alternating,parity,0.5336666666666666
0.55,final_answer_accuracy,direct,3,shift_zero_runs,parity,0.7783333333333333
0.55,final_answer_accuracy,direct,3,shift_one_runs,parity,0.562
0.55,linear_probe_dfa_state_accuracy,direct,3,analysis_val,parity,0.5307174278423654
0.9992979376919702,state_accuracy,cot_true,3,iid,parity,0.9991396167383653
0.9992979376919702,final_answer_accuracy,cot_true,3,iid,parity,0.99
0.9992979376919702,transition_consistency,cot_true,3,iid,parity,0.9992372682468904
0.9992979376919702,state_accuracy,cot_true,3,ood_length,parity,0.82970227137459
0.9992979376919702,final_answer_accuracy,cot_true,3,ood_length,parity,0.502
0.9992979376919702,transition_consistency,cot_true,3,ood_length,parity,0.8206355124699644
0.9992979376919702,state_accuracy,cot_true,3,shift_biased_p02,parity,0.9995489842340576
0.9992979376919702,final_answer_accuracy,cot_true,3,shift_biased_p02,parity,0.9936666666666667
0.9992979376919702,transition_consistency,cot_true,3,shift_biased_p02,parity,0.9996474321306852
0.9992979376919702,state_accuracy,cot_true,3,shift_biased_p08,parity,0.9995465746673238
0.9992979376919702,final_answer_accuracy,cot_true,3,shift_biased_p08,parity,0.996
0.9992979376919702,transition_consistency,cot_true,3,shift_biased_p08,parity,0.9994608195542775
0.9992979376919702,state_accuracy,cot_true,3,shift_alternating,parity,0.9993989452458508
0.9992979376919702,final_answer_accuracy,cot_true,3,shift_alternating,parity,0.9906666666666667
0.9992979376919702,transition_consistency,cot_true,3,shift_alternating,parity,0.9993633153904035
0.9992979376919702,state_accuracy,cot_true,3,shift_zero_runs,parity,0.9997221553336915
0.9992979376919702,final_answer_accuracy,cot_true,3,shift_zero_runs,parity,0.9966666666666667
0.9992979376919702,transition_consistency,cot_true,3,shift_zero_runs,parity,0.9998913456837073
0.9992979376919702,state_accuracy,cot_true,3,shift_one_runs,parity,0.9997262845077032
0.9992979376919702,final_answer_accuracy,cot_true,3,shift_one_runs,parity,0.9966666666666667
0.9992979376919702,transition_consistency,cot_true,3,shift_one_runs,parity,0.9997601487078012
0.9992979376919702,linear_probe_dfa_state_accuracy,cot_true,3,analysis_val,parity,0.9995229576624926
0.6638291648383794,state_accuracy,cot_pad,3,iid,parity,0.6608721157606571
0.6638291648383794,final_answer_accuracy,cot_pad,3,iid,parity,0.5756666666666667
0.6638291648383794,transition_consistency,cot_pad,3,iid,parity,0.6633419385120863
0.6638291648383794,state_accuracy,cot_pad,3,ood_length,parity,0.5595941700001384
0.6638291648383794,final_answer_accuracy,cot_pad,3,ood_length,parity,0.497
0.6638291648383794,transition_consistency,cot_pad,3,ood_length,parity,0.5585798326290496
0.6638291648383794,state_accuracy,cot_pad,3,shift_biased_p02,parity,0.7081339712918661
0.6638291648383794,final_answer_accuracy,cot_pad,3,shift_biased_p02,parity,0.604
0.6638291648383794,transition_consistency,cot_pad,3,shift_biased_p02,parity,0.8305323774826654
0.6638291648383794,state_accuracy,cot_pad,3,shift_biased_p08,parity,0.6593198620009857
0.6638291648383794,final_answer_accuracy,cot_pad,3,shift_biased_p08,parity,0.594
0.6638291648383794,transition_consistency,cot_pad,3,shift_biased_p08,parity,0.5084471603163192
0.6638291648383794,state_accuracy,cot_pad,3,shift_alternating,parity,0.6010353652861796
0.6638291648383794,final_answer_accuracy,cot_pad,3,shift_alternating,parity,0.5463333333333333
0.6638291648383794,transition_consistency,cot_pad,3,shift_alternating,parity,0.6198414076517914
0.6638291648383794,state_accuracy,cot_pad,3,shift_zero_runs,parity,0.7773167614425696
0.6638291648383794,final_answer_accuracy,cot_pad,3,shift_zero_runs,parity,0.5816666666666667
0.6638291648383794,transition_consistency,cot_pad,3,shift_zero_runs,parity,0.8048568479382844
0.6638291648383794,state_accuracy,cot_pad,3,shift_one_runs,parity,0.7027645264721983
0.6638291648383794,final_answer_accuracy,cot_pad,3,shift_one_runs,parity,0.6083333333333333
0.6638291648383794,transition_consistency,cot_pad,3,shift_one_runs,parity,0.5445823589374588
0.6638291648383794,linear_probe_dfa_state_accuracy,cot_pad,3,analysis_val,parity,0.6744597338980421
0.607,final_answer_accuracy,direct,4,iid,parity,0.622
0.607,final_answer_accuracy,direct,4,ood_length,parity,0.5
0.607,final_answer_accuracy,direct,4,shift_biased_p02,parity,0.6906666666666667
0.607,final_answer_accuracy,direct,4,shift_biased_p08,parity,0.5573333333333333
0.607,final_answer_accuracy,direct,4,shift_alternating,parity,0.6353333333333333
0.607,final_answer_accuracy,direct,4,shift_zero_runs,parity,0.8016666666666666
0.607,final_answer_accuracy,direct,4,shift_one_runs,parity,0.5866666666666667
0.607,linear_probe_dfa_state_accuracy,direct,4,analysis_val,parity,0.5237770771681285
1.0,state_accuracy,cot_true,4,iid,parity,1.0
1.0,final_answer_accuracy,cot_true,4,iid,parity,1.0
1.0,transition_consistency,cot_true,4,iid,parity,1.0
1.0,state_accuracy,cot_true,4,ood_length,parity,0.8374066694703169
1.0,final_answer_accuracy,cot_true,4,ood_length,parity,0.5153333333333333
1.0,transition_consistency,cot_true,4,ood_length,parity,0.8369472921197059
1.0,state_accuracy,cot_true,4,shift_biased_p02,parity,1.0
1.0,final_answer_accuracy,cot_true,4,shift_biased_p02,parity,1.0
1.0,transition_consistency,cot_true,4,shift_biased_p02,parity,1.0
1.0,state_accuracy,cot_true,4,shift_biased_p08,parity,1.0
1.0,final_answer_accuracy,cot_true,4,shift_biased_p08,parity,1.0
1.0,transition_consistency,cot_true,4,shift_biased_p08,parity,1.0
1.0,state_accuracy,cot_true,4,shift_alternating,parity,1.0
1.0,final_answer_accuracy,cot_true,4,shift_alternating,parity,1.0
1.0,transition_consistency,cot_true,4,shift_alternating,parity,1.0
1.0,state_accuracy,cot_true,4,shift_zero_runs,parity,1.0
1.0,final_answer_accuracy,cot_true,4,shift_zero_runs,parity,1.0
1.0,transition_consistency,cot_true,4,shift_zero_runs,parity,1.0
1.0,state_accuracy,cot_true,4,shift_one_runs,parity,1.0
1.0,final_answer_accuracy,cot_true,4,shift_one_runs,parity,1.0
1.0,transition_consistency,cot_true,4,shift_one_runs,parity,1.0
1.0,linear_probe_dfa_state_accuracy,cot_true,4,analysis_val,parity,1.0
0.5574961473545168,state_accuracy,cot_pad,4,iid,parity,0.5530720907071172
0.5574961473545168,final_answer_accuracy,cot_pad,4,iid,parity,0.5126666666666667
0.5574961473545168,transition_consistency,cot_pad,4,iid,parity,0.5426630900062782
0.5574961473545168,state_accuracy,cot_pad,4,ood_length,parity,0.5195209894587346
0.5574961473545168,final_answer_accuracy,cot_pad,4,ood_length,parity,0.49866666666666665
0.5574961473545168,transition_consistency,cot_pad,4,ood_length,parity,0.5071968520244382
0.5574961473545168,state_accuracy,cot_pad,4,shift_biased_p02,parity,0.6062865123232164
0.5574961473545168,final_answer_accuracy,cot_pad,4,shift_biased_p02,parity,0.5326666666666666
0.5574961473545168,transition_consistency,cot_pad,4,shift_biased_p02,parity,0.7850224427120246
0.5574961473545168,state_accuracy,cot_pad,4,shift_biased_p08,parity,0.5468544120828335
0.5574961473545168,final_answer_accuracy,cot_pad,4,shift_biased_p08,parity,0.5046666666666667
0.5574961473545168,transition_consistency,cot_pad,4,shift_biased_p08,parity,0.28674130819092514
0.5574961473545168,state_accuracy,cot_pad,4,shift_alternating,parity,0.536480105279455
0.5574961473545168,final_answer_accuracy,cot_pad,4,shift_alternating,parity,0.5133333333333333
0.5574961473545168,transition_consistency,cot_pad,4,shift_alternating,parity,0.553765033473547
0.5574961473545168,state_accuracy,cot_pad,4,shift_zero_runs,parity,0.7309782097802178
0.5574961473545168,final_answer_accuracy,cot_pad,4,shift_zero_runs,parity,0.5433333333333333
0.5574961473545168,transition_consistency,cot_pad,4,shift_zero_runs,parity,0.7403191671909856
0.5574961473545168,state_accuracy,cot_pad,4,shift_one_runs,parity,0.5846429556106976
0.5574961473545168,final_answer_accuracy,cot_pad,4,shift_one_runs,parity,0.501
0.5574961473545168,transition_consistency,cot_pad,4,shift_one_runs,parity,0.34205324962213696
0.5574961473545168,linear_probe_dfa_state_accuracy,cot_pad,4,analysis_val,parity,0.5521202816889815
0.8475,final_answer_accuracy,direct,0,iid,contains_11,0.8443333333333334
0.8475,final_answer_accuracy,direct,0,ood_length,contains_11,0.9186666666666666
0.8475,final_answer_accuracy,direct,0,shift_biased_p02,contains_11,0.5366666666666666
0.8475,final_answer_accuracy,direct,0,shift_biased_p08,contains_11,0.671
0.8475,final_answer_accuracy,direct,0,shift_alternating,contains_11,0.8076666666666666
0.8475,final_answer_accuracy,direct,0,shift_zero_runs,contains_11,0.6706666666666666
0.8475,final_answer_accuracy,direct,0,shift_one_runs,contains_11,0.876
0.8475,linear_probe_dfa_state_accuracy,direct,0,analysis_val,contains_11,0.8564443363639025
0.9999271434399953,state_accuracy,cot_true,0,iid,contains_11,0.9999228365291871
0.9999271434399953,final_answer_accuracy,cot_true,0,iid,contains_11,1.0
0.9999271434399953,transition_consistency,cot_true,0,iid,contains_11,1.0
0.9999271434399953,state_accuracy,cot_true,0,ood_length,contains_11,0.9998212050777758
0.9999271434399953,final_answer_accuracy,cot_true,0,ood_length,contains_11,1.0
0.9999271434399953,transition_consistency,cot_true,0,ood_length,contains_11,0.9997930377912994
0.9999271434399953,state_accuracy,cot_true,0,shift_biased_p02,contains_11,0.9971605621729736
0.9999271434399953,final_answer_accuracy,cot_true,0,shift_biased_p02,contains_11,0.994
0.9999271434399953,transition_consistency,cot_true,0,shift_biased_p02,contains_11,0.9963762323474553
0.9999271434399953,state_accuracy,cot_true,0,shift_biased_p08,contains_11,1.0
0.9999271434399953,final_answer_accuracy,cot_true,0,shift_biased_p08,contains_11,1.0
0.9999271434399953,transition_consistency,cot_true,0,shift_biased_p08,contains_11,1.0
0.9999271434399953,state_accuracy,cot_true,0,shift_alternating,contains_11,0.9969103835688581
0.9999271434399953,final_answer_accuracy,cot_true,0,shift_alternating,contains_11,0.9933333333333333
0.9999271434399953,transition_consistency,cot_true,0,shift_alternating,contains_11,0.9967337759691582
0.9999271434399953,state_accuracy,cot_true,0,shift_zero_runs,contains_11,0.9979214609160418
0.9999271434399953,final_answer_accuracy,cot_true,0,shift_zero_runs,contains_11,0.991
0.9999271434399953,transition_consistency,cot_true,0,shift_zero_runs,contains_11,0.9977539169497096
0.9999271434399953,state_accuracy,cot_true,0,shift_one_runs,contains_11,0.9998631342262195
0.9999271434399953,final_answer_accuracy,cot_true,0,shift_one_runs,contains_11,0.9996666666666667
0.9999271434399953,transition_consistency,cot_true,0,shift_one_runs,contains_11,0.9998253478488677
0.9999271434399953,linear_probe_dfa_state_accuracy,cot_true,0,analysis_val,contains_11,1.0
0.9315731188436207,state_accuracy,cot_pad,0,iid,contains_11,0.9309579844901423
0.9315731188436207,final_answer_accuracy,cot_pad,0,iid,contains_11,0.9076666666666666
0.9315731188436207,transition_consistency,cot_pad,0,iid,contains_11,0.9627820423354269
0.9315731188436207,state_accuracy,cot_pad,0,ood_length,contains_11,0.8821947764375799
0.9315731188436207,final_answer_accuracy,cot_pad,0,ood_length,contains_11,0.7806666666666666
0.9315731188436207,transition_consistency,cot_pad,0,ood_length,contains_11,0.9332132952522869
0.9315731188436207,state_accuracy,cot_pad,0,shift_biased_p02,contains_11,0.7852920692179938
0.9315731188436207,final_answer_accuracy,cot_pad,0,shift_biased_p02,contains_11,0.6186666666666667
0.9315731188436207,transition_consistency,cot_pad,0,shift_biased_p02,contains_11,0.9627498001598721
0.9315731188436207,state_accuracy,cot_pad,0,shift_biased_p08,contains_11,0.9397026924837316
0.9315731188436207,final_answer_accuracy,cot_pad,0,shift_biased_p08,contains_11,0.8826666666666667
0.9315731188436207,transition_consistency,cot_pad,0,shift_biased_p08,contains_11,0.9704421849136912
0.9315731188436207,state_accuracy,cot_pad,0,shift_alternating,contains_11,0.9069253050118494
0.9315731188436207,final_answer_accuracy,cot_pad,0,shift_alternating,contains_11,0.8913333333333333
0.9315731188436207,transition_consistency,cot_pad,0,shift_alternating,contains_11,0.9590383379738702
0.9315731188436207,state_accuracy,cot_pad,0,shift_zero_runs,contains_11,0.9297936307623784
0.9315731188436207,final_answer_accuracy,cot_pad,0,shift_zero_runs,contains_11,0.828
0.9315731188436207,transition_consistency,cot_pad,0,shift_zero_runs,contains_11,0.9699791826448998
0.9315731188436207,state_accuracy,cot_pad,0,shift_one_runs,contains_11,0.982070583634764
0.9315731188436207,final_answer_accuracy,cot_pad,0,shift_one_runs,contains_11,0.9673333333333334
0.9315731188436207,transition_consistency,cot_pad,0,shift_one_runs,contains_11,0.9875996972696047
0.9315731188436207,linear_probe_dfa_state_accuracy,cot_pad,0,analysis_val,contains_11,0.9307894670516695
0.848,final_answer_accuracy,direct,1,iid,contains_11,0.8303333333333334
0.848,final_answer_accuracy,direct,1,ood_length,contains_11,0.909
0.848,final_answer_accuracy,direct,1,shift_biased_p02,contains_11,0.5333333333333333
0.848,final_answer_accuracy,direct,1,shift_biased_p08,contains_11,0.6833333333333333
0.848,final_answer_accuracy,direct,1,shift_alternating,contains_11,0.8043333333333333
0.848,final_answer_accuracy,direct,1,shift_zero_runs,contains_11,0.6723333333333333
0.848,final_answer_accuracy,direct,1,shift_one_runs,contains_11,0.8946666666666667
0.848,linear_probe_dfa_state_accuracy,direct,1,analysis_val,contains_11,0.8713808401808942
0.9999126166931244,state_accuracy,cot_true,1,iid,contains_11,0.99990215072702
0.9999126166931244,final_answer_accuracy,cot_true,1,iid,contains_11,1.0
0.9999126166931244,transition_consistency,cot_true,1,iid,contains_11,0.9998208955223881
0.9999126166931244,state_accuracy,cot_true,1,ood_length,contains_11,0.9998281562540813
0.9999126166931244,final_answer_accuracy,cot_true,1,ood_length,contains_11,1.0
0.9999126166931244,transition_consistency,cot_true,1,ood_length,contains_11,0.9997548769277909
0.9999126166931244,state_accuracy,cot_true,1,shift_biased_p02,contains_11,0.9978891915784156
0.9999126166931244,final_answer_accuracy,cot_true,1,shift_biased_p02,contains_11,0.9946666666666667
0.9999126166931244,transition_consistency,cot_true,1,shift_biased_p02,contains_11,0.9963891134465104
0.9999126166931244,state_accuracy,cot_true,1,shift_biased_p08,contains_11,1.0
0.9999126166931244,final_answer_accuracy,cot_true,1,shift_biased_p08,contains_11,1.0
0.9999126166931244,transition_consistency,cot_true,1,shift_biased_p08,contains_11,1.0
0.9999126166931244,state_accuracy,cot_true,1,shift_alternating,contains_11,0.9979032633823767
0.9999126166931244,final_answer_accuracy,cot_true,1,shift_alternating,contains_11,0.994
0.9999126166931244,transition_consistency,cot_true,1,shift_alternating,contains_11,0.9973869018455006
0.9999126166931244,state_accuracy,cot_true,1,shift_zero_runs,contains_11,0.9982903441611537
0.9999126166931244,final_answer_accuracy,cot_true,1,shift_zero_runs,contains_11,0.991
0.9999126166931244,transition_consistency,cot_true,1,shift_zero_runs,contains_11,0.9979309959179109
0.9999126166931244,state_accuracy,cot_true,1,shift_one_runs,contains_11,0.9999215455526135
